lat,lon,year,carbon,forested
41.668415,-123.22305,2001,1.0485460070345927,0.550953
38.490033,-122.362509,2003,43.9889277193464,1.0
40.710897,-121.429543,2002,8.255486536488919,0.025933
40.750922,-121.582805,2002,27.205645626678518,0.048196
37.24675,-118.126485,2005,1.5897604266017424,1.0
41.895835,-123.932136,2005,13.785524491031925,1.0
38.88478,-120.011582,2006,29.851015043047695,1.0
38.941007,-120.17611,2006,74.41970235981236,1.0
38.954098,-120.791874,2006,164.4570993276838,1.0
39.006269,-120.154589,2006,394.9841098808136,1.0
36.209208,-120.545573,2006,5.969735753133602,0.75
36.791367,-119.086734,2006,36.08795352406162,1.0
36.790775,-118.78965,2006,109.19407868810295,0.64547
36.846271,-118.482262,2006,11.22126490019161,1.0
36.84603900000001,-118.659276,2006,103.76547050196542,0.955188
36.941822,-119.089401,2006,55.18248695225929,0.965156
36.981267,-119.264873,2006,28.064252016535658,1.0
36.985139,-118.789432,2006,197.2970896408834,1.0
37.061078,-118.936893,2006,24.36780340050305,0.4465270000000001
37.132385,-119.411246,2006,7.331570765853763,1.0
37.13856,-119.102383,2006,162.5485885772188,1.0
37.135219,-119.264407,2006,19.746797720634234,1.0
37.180764,-118.979926,2006,55.90756358282256,1.0
37.32898400000001,-119.295559,2006,85.76995419981283,1.0
37.284159,-119.096182,2006,107.33328724802257,1.0
37.344435,-118.978911,2006,70.70324319968569,1.0
37.435788,-119.108429,2006,184.0256099373318,1.0
37.485722,-118.984092,2006,49.32593371587042,1.0
37.529995,-118.963259,2006,9.897000588963627,0.8109430000000001
39.47007,-122.698145,2006,43.011633498351564,0.75
39.526954,-122.579499,2006,16.329294781608144,0.882075
39.623351,-122.731979,2006,31.531132291738796,1.0
40.034235,-123.9074,2006,26.84917177906034,1.0
40.115993,-123.685059,2006,18.58136992096707,0.161814
40.077973,-123.591942,2006,22.220345634254627,1.0
40.18506,-124.213435,2006,31.13396821891432,1.0
40.220775,-123.925603,2006,66.35443050612825,1.0
40.287383,-124.280462,2006,107.56974352837611,1.0
40.369414,-123.963453,2006,697.5949738276729,1.0
40.385149,-123.65993,2006,22.439807627867204,1.0
40.686587,-123.551785,2006,76.66703270651563,1.0
40.714431,-123.707302,2006,34.71719049765665,0.926863
40.853476,-124.059787,2006,117.57516561327866,1.0
41.045149,-123.737773,2006,45.58611239055852,1.0
41.014346,-123.570536,2006,172.56137771121902,1.0
41.078981,-123.854161,2006,156.23293554779409,1.0
41.13981500000001,-123.941563,2006,498.6080702513842,1.0
41.17987700000001,-123.609063,2006,70.62719248088737,1.0
41.055617,-123.589219,2006,50.68272096574064,1.0
41.24724000000001,-123.470121,2006,258.5650164026176,1.0
41.333395,-123.66146100000002,2006,36.36412800718625,1.0
33.396283000000004,-114.760293,2006,3.27781241098948,1.0
35.919106,-117.981691,2006,13.026333988087087,1.0
33.158202,-116.590681,2006,13.232335102802411,1.0
33.316455,-116.889278,2006,31.17569872928902,0.25
33.363045,-116.182317,2006,3.4200371206753037,1.0
35.143049,-120.006087,2006,6.57299360048529,0.170318
35.258699,-120.396991,2006,38.47342553128128,0.75
35.505558,-120.590895,2006,11.12474533972687,0.472317
35.695685,-120.765184,2006,10.222146824866881,1.0
37.266289,-122.300114,2006,103.46408140540713,1.0
37.405127,-122.312324,2006,262.8164575073864,1.0
34.53931,-119.822931,2006,32.736141673789874,1.0
34.577186,-120.399761,2006,42.78952373977821,0.617252
37.051322,-118.060898,2006,6.396656665627144,1.0
37.197854,-118.056128,2006,15.12805950895651,1.0
37.313497,-118.537047,2006,0.1317348584938021,1.0
37.345137,-118.682269,2006,39.418989449874935,0.75
37.327379,-118.241134,2006,1.353850743038746,0.8754430000000001
37.397063,-118.065672,2006,12.311566141316233,1.0
37.399732,-117.759187,2006,8.643336520145414,1.0
34.824599,-118.96345,2006,10.532670020353432,1.0
35.203414,-118.688202,2006,45.84618892411943,0.75
35.243614,-118.259114,2006,38.197827759269096,1.0
35.519825,-118.700473,2006,12.605569220725977,1.0
35.518061,-118.386693,2006,12.97786233474295,0.926282
35.581663,-118.833696,2006,3.3741517993708907,1.0
35.571478000000006,-118.59021,2006,7.31286709002338,1.0
35.574693,-118.278399,2006,1.144419969639148,1.0
35.69945300000001,-118.127359,2006,3.379978881671826,1.0
38.954899,-122.824575,2006,10.577451617603874,0.944073
39.188388,-122.814625,2006,55.14122479072638,0.75
39.299758,-122.993166,2006,65.83229775297585,1.0
39.436305,-123.017904,2006,141.22146937552387,1.0
39.473151,-122.880374,2006,56.35491591723281,0.9561440000000001
40.171622,-120.442407,2006,59.795265338742,1.0
40.287346,-120.630088,2006,56.29805548225711,1.0
40.307307,-120.786921,2006,105.3093714434675,1.0
40.440411,-120.927706,2006,26.391245622737163,1.0
40.483326,-120.803787,2006,65.52133258628638,1.0
35.372848,-118.305037,2006,39.304335244098155,1.0
35.39793,-118.26721299999998,2006,31.279696835449034,1.0
40.586009,-120.968127,2006,61.51104742634947,1.0
40.600742,-120.916354,2006,43.41294189911363,1.0
40.634508,-120.81091,2006,17.312390456297948,0.995758
40.729601,-120.98838,2006,117.45757614932958,1.0
40.786056,-121.189806,2006,76.57441631253216,1.0
40.794134,-120.86118799999998,2006,31.52276304761615,1.0
40.783662,-120.671598,2006,5.389182514286751,1.0
40.809653,-120.531038,2006,2.0400114006645045,0.28633400000000003
40.897644,-121.320569,2006,41.44602931949966,1.0
40.90874,-121.019622,2006,7.548133009812172,1.0
40.930587,-121.188004,2006,11.7312388782007,1.0
40.923972,-120.67341,2006,3.270473934293431,1.0
40.988821,-120.86199,2006,2.9332948855591447,0.705072
41.010177,-120.238128,2006,8.397607252943985,1.0
41.085048,-120.962371,2006,6.083474108220633,1.0
41.094131,-120.707631,2006,3.5724134569828863,1.0
41.168987,-120.262369,2006,3.241152271730382,0.863907
34.2799,-118.221563,2006,6.68495726534463,0.386482
37.084876,-119.711865,2006,3.287589591547966,1.0
37.128576,-119.869436,2006,0.93989761339263,1.0
37.245749,-119.717179,2006,38.44847613339051,0.624077
37.277688,-119.853705,2006,20.54170404337032,1.0
37.279835,-119.419028,2006,168.90529536544807,1.0
37.297714,-119.576353,2006,44.04033159397471,1.0
37.420757,-119.414016,2006,185.8898377885537,1.0
37.458099,-119.58128899999998,2006,125.0081612627637,1.0
37.48353,-119.296952,2006,47.20361482826278,1.0
37.599352,-119.445337,2006,31.335011026122263,1.0
37.629779,-119.122682,2006,126.79314318476757,1.0
37.634229,-119.294821,2006,103.8958391948224,1.0
41.604131,-120.935553,2006,20.23706450469387,1.0
38.035328,-122.691174,2006,214.32126299843225,1.0
37.412911,-120.039744,2006,16.245192765652064,1.0
37.456793,-119.891153,2006,42.40472441448419,0.847716
37.478966,-120.040068,2006,22.342478646377998,0.75
37.560161,-120.038363,2006,27.901259530275198,1.0
37.597018,-120.206861,2006,15.928287406419225,1.0
37.565714,-119.739334,2006,93.82834846559795,1.0
37.617937,-119.923453,2006,35.36457838197858,1.0
